Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Reporting Mechanism,Reported on PC Live Site
DARTMOUTH-HITCHCOCK CLINIC,4183537509.000,NH,CAHPS_GRP_5,Health promotion and education.,65.000,$null$,$null$
DARTMOUTH-HITCHCOCK CLINIC,4183537509.000,NH,CAHPS_GRP_8,Courteous and helpful office staff.,86.000,$null$,$null$
DARTMOUTH-HITCHCOCK CLINIC,4183537509.000,NH,CAHPS_GRP_9,Clinicians working together for your care.,74.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_1,Getting timely care, appointments, and information.,58.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_10,Between visit communication.,81.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_12,Attention to patient medication cost.,27.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_2,How well clinicians communicate.,85.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_3,Patients' rating of clinicians.,82.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_5,Health promotion and education.,65.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_8,Courteous and helpful office staff.,85.000,$null$,$null$
VALLEY MEDICAL GROUP-RENTON,4183753965.000,WA,CAHPS_GRP_9,Clinicians working together for your care.,81.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_1,Getting timely care, appointments, and information.,69.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_10,Between visit communication.,77.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_12,Attention to patient medication cost.,19.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_2,How well clinicians communicate.,86.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_3,Patients' rating of clinicians.,81.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_5,Health promotion and education.,57.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$
SUTTER BAY MEDICAL FOUNDATION,4284538778.000,CA,CAHPS_GRP_9,Clinicians working together for your care.,77.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.661,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_10,Between visit communication.,64.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_12,Attention to patient medication cost.,20.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_2,How well clinicians communicate.,79.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_3,Patients' rating of clinicians.,77.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_5,Health promotion and education.,58.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$
SANFORD CLINIC NORTH,4284546151.000,ND,CAHPS_GRP_9,Clinicians working together for your care.,75.000,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.000,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_10,Between visit communication.,57.853,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_12,Attention to patient medication cost.,26.000,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_2,How well clinicians communicate.,82.663,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_3,Patients' rating of clinicians.,81.274,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_5,Health promotion and education.,55.000,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_8,Courteous and helpful office staff.,81.274,$null$,$null$
PATIENT FIRST MARYLAND MEDICAL GROUP PLLC,4385538735.000,MD,CAHPS_GRP_9,Clinicians working together for your care.,75.698,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_1,Getting timely care, appointments, and information.,54.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_10,Between visit communication.,40.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_12,Attention to patient medication cost.,28.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_3,Patients' rating of clinicians.,77.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_5,Health promotion and education.,64.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_8,Courteous and helpful office staff.,66.000,$null$,$null$
PROVIDENCE HEALTH SERVICES INC,4385541622.000,DC,CAHPS_GRP_9,Clinicians working together for your care.,71.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_1,Getting timely care, appointments, and information.,57.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_10,Between visit communication.,58.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_12,Attention to patient medication cost.,33.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_3,Patients' rating of clinicians.,81.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_5,Health promotion and education.,65.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_8,Courteous and helpful office staff.,84.000,$null$,$null$
MCV ASSOCIATED PHYSICIANS,4385542117.000,VA,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.661,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_10,Between visit communication.,65.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_12,Attention to patient medication cost.,20.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_2,How well clinicians communicate.,80.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_3,Patients' rating of clinicians.,81.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_8,Courteous and helpful office staff.,79.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-ALBERT LEA AND AUSTIN,4385556703.000,MN,CAHPS_GRP_9,Clinicians working together for your care.,75.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_1,Getting timely care, appointments, and information.,60.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_10,Between visit communication.,60.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_12,Attention to patient medication cost.,34.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_2,How well clinicians communicate.,80.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_3,Patients' rating of clinicians.,83.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_5,Health promotion and education.,60.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_8,Courteous and helpful office staff.,75.000,$null$,$null$
SWEDISH COVENANT MANAGEMENT SERVICES INC,4486556016.000,IL,CAHPS_GRP_9,Clinicians working together for your care.,68.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_1,Getting timely care, appointments, and information.,55.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_10,Between visit communication.,62.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_12,Attention to patient medication cost.,22.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_2,How well clinicians communicate.,81.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_3,Patients' rating of clinicians.,80.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_5,Health promotion and education.,69.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_8,Courteous and helpful office staff.,86.000,$null$,$null$
MARY HITCHCOCK MEMORIAL HOSPITAL,4486561164.000,NH,CAHPS_GRP_9,Clinicians working together for your care.,73.000,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.661,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_10,Between visit communication.,63.000,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_12,Attention to patient medication cost.,28.000,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_2,How well clinicians communicate.,82.663,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_3,Patients' rating of clinicians.,81.274,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_8,Courteous and helpful office staff.,81.274,$null$,$null$
CURATORS OF THE UNIVERSITY OF MISSOURI,4486759560.000,MO,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_1,Getting timely care, appointments, and information.,51.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_10,Between visit communication.,54.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_12,Attention to patient medication cost.,23.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_2,How well clinicians communicate.,84.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_3,Patients' rating of clinicians.,78.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_5,Health promotion and education.,57.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_8,Courteous and helpful office staff.,82.000,$null$,$null$
SHOREHAM MEDICAL SERVICES PC,4486827375.000,NY,CAHPS_GRP_9,Clinicians working together for your care.,73.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_1,Getting timely care, appointments, and information.,66.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_10,Between visit communication.,61.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_12,Attention to patient medication cost.,27.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_3,Patients' rating of clinicians.,83.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_5,Health promotion and education.,58.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_8,Courteous and helpful office staff.,84.000,$null$,$null$
CAROLINA FAMILY CARE INC,4587557731.000,SC,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_1,Getting timely care, appointments, and information.,61.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_10,Between visit communication.,62.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_12,Attention to patient medication cost.,24.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_3,Patients' rating of clinicians.,83.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_5,Health promotion and education.,58.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_8,Courteous and helpful office staff.,85.000,$null$,$null$
ALLINA HEALTH SYSTEM,4587573613.000,MN,CAHPS_GRP_9,Clinicians working together for your care.,79.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_1,Getting timely care, appointments, and information.,54.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_10,Between visit communication.,68.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_12,Attention to patient medication cost.,26.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_2,How well clinicians communicate.,74.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_3,Patients' rating of clinicians.,72.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_5,Health promotion and education.,53.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_8,Courteous and helpful office staff.,75.000,$null$,$null$
THE MARY LANNING MEMORIAL HOSPITAL ASSOCIATION,4587575550.000,NE,CAHPS_GRP_9,Clinicians working together for your care.,69.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_1,Getting timely care, appointments, and information.,62.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_10,Between visit communication.,56.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_12,Attention to patient medication cost.,22.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_2,How well clinicians communicate.,85.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_3,Patients' rating of clinicians.,84.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_8,Courteous and helpful office staff.,86.000,$null$,$null$
NORTHWESTERN MEDICAL FACULTY FOUNDATION,4587576814.000,IL,CAHPS_GRP_9,Clinicians working together for your care.,77.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_1,Getting timely care, appointments, and information.,64.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_10,Between visit communication.,56.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_12,Attention to patient medication cost.,36.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_3,Patients' rating of clinicians.,82.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_5,Health promotion and education.,56.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_8,Courteous and helpful office staff.,82.000,$null$,$null$
LITTLE COMPANY OF MARY HOSPITAL OF INDIANA INC,4587578042.000,IN,CAHPS_GRP_9,Clinicians working together for your care.,77.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_1,Getting timely care, appointments, and information.,62.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_10,Between visit communication.,62.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_12,Attention to patient medication cost.,33.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_2,How well clinicians communicate.,86.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_3,Patients' rating of clinicians.,84.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_5,Health promotion and education.,59.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_8,Courteous and helpful office staff.,86.000,$null$,$null$
CAPITAL REGION MEDICAL CENTER,4688573686.000,MO,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_1,Getting timely care, appointments, and information.,54.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_10,Between visit communication.,62.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_12,Attention to patient medication cost.,24.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_2,How well clinicians communicate.,80.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_3,Patients' rating of clinicians.,79.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_5,Health promotion and education.,62.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_8,Courteous and helpful office staff.,83.000,$null$,$null$
MAYO CLINIC HEALTH SYSTEM-MANKATO,4688585771.000,MN,CAHPS_GRP_9,Clinicians working together for your care.,74.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_1,Getting timely care, appointments, and information.,74.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_10,Between visit communication.,48.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_12,Attention to patient medication cost.,29.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_2,How well clinicians communicate.,87.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_3,Patients' rating of clinicians.,85.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_5,Health promotion and education.,60.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_8,Courteous and helpful office staff.,89.000,$null$,$null$
TENNESSEE ONCOLOGY PLLC,4688586134.000,TN,CAHPS_GRP_9,Clinicians working together for your care.,80.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_1,Getting timely care, appointments, and information.,60.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_10,Between visit communication.,66.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_12,Attention to patient medication cost.,24.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_2,How well clinicians communicate.,84.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_3,Patients' rating of clinicians.,84.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_5,Health promotion and education.,57.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$
NMG AFFILIATE PRACTICE I LLC,4688587967.000,VA,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYST,4688588866.000,PA,CAHPS_GRP_1,Getting timely care, appointments, and information.,64.000,$null$,$null$
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYST,4688588866.000,PA,CAHPS_GRP_10,Between visit communication.,53.000,$null$,$null$
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYST,4688588866.000,PA,CAHPS_GRP_12,Attention to patient medication cost.,24.000,$null$,$null$
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYST,4688588866.000,PA,CAHPS_GRP_2,How well clinicians communicate.,85.000,$null$,$null$
CLINICAL CARE ASSOCIATES OF THE UNIVERSITY OF PENNSYLVANIA HEALTH SYST,4688588866.000,PA,CAHPS_GRP_3,Patients' rating of clinicians.,85.000,$null$,$null$
