Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote,State,Participating in PQRS,Inverse Measure,Reporting Mechanism,Reported on PC Live Site
MOUNT NITTANY MEDICAL CENTER HEALTH SERVICES INC,8426136797.000,PA,CAHPS_GRP_8,Courteous and helpful office staff.,83.000,$null$,$null$,$null$,$null$,$null$,$null$
MOUNT NITTANY MEDICAL CENTER HEALTH SERVICES INC,8426136797.000,PA,CAHPS_GRP_9,Clinicians working together for your care.,75.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_1,Getting timely care, appointments, and information.,56.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_10,Between visit communication.,46.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_12,Attention to patient medication cost.,24.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_3,Patients' rating of clinicians.,78.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_5,Health promotion and education.,58.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_8,Courteous and helpful office staff.,78.000,$null$,$null$,$null$,$null$,$null$,$null$
VIRGINIA HOSPITAL CENTER PHYSICIAN GROUP LLC,8426231119.000,VA,CAHPS_GRP_9,Clinicians working together for your care.,74.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_1,Getting timely care, appointments, and information.,57.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_10,Between visit communication.,65.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_12,Attention to patient medication cost.,20.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_2,How well clinicians communicate.,82.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_3,Patients' rating of clinicians.,81.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_5,Health promotion and education.,54.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$,$null$,$null$,$null$,$null$
PRESBYTERIAN HEALTH PHYSICIANS,8426951328.000,CA,CAHPS_GRP_9,Clinicians working together for your care.,73.000,$null$,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_1,Getting timely care, appointments, and information.,57.000,$null$,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_10,Between visit communication.,66.000,$null$,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_12,Attention to patient medication cost.,8.000,$null$,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_2,How well clinicians communicate.,82.663,8.000,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_3,Patients' rating of clinicians.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_5,Health promotion and education.,64.000,$null$,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_8,Courteous and helpful office staff.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER,8426957523.000,OK,CAHPS_GRP_9,Clinicians working together for your care.,74.232,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_1,Getting timely care, appointments, and information.,50.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_10,Between visit communication.,54.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_12,Attention to patient medication cost.,26.415,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_2,How well clinicians communicate.,82.663,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_3,Patients' rating of clinicians.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_5,Health promotion and education.,58.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_8,Courteous and helpful office staff.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF SOUTH ALABAMA HEALTH SERVICES FOUNDATION,8426957952.000,AL,CAHPS_GRP_9,Clinicians working together for your care.,74.232,8.000,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_1,Getting timely care, appointments, and information.,61.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_10,Between visit communication.,60.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_12,Attention to patient medication cost.,30.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_2,How well clinicians communicate.,86.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_3,Patients' rating of clinicians.,85.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_5,Health promotion and education.,57.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_8,Courteous and helpful office staff.,79.000,$null$,$null$,$null$,$null$,$null$,$null$
UT PHYSICIANS,8426960360.000,TX,CAHPS_GRP_9,Clinicians working together for your care.,77.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_1,Getting timely care, appointments, and information.,63.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_10,Between visit communication.,66.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_12,Attention to patient medication cost.,19.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_2,How well clinicians communicate.,80.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_3,Patients' rating of clinicians.,77.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_5,Health promotion and education.,59.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_8,Courteous and helpful office staff.,79.000,$null$,$null$,$null$,$null$,$null$,$null$
SANFORD MEDICAL CENTER FARGO,8426967803.000,ND,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_1,Getting timely care, appointments, and information.,55.000,$null$,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_10,Between visit communication.,77.000,$null$,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_12,Attention to patient medication cost.,26.415,8.000,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_2,How well clinicians communicate.,82.663,8.000,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_3,Patients' rating of clinicians.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_5,Health promotion and education.,59.661,8.000,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_8,Courteous and helpful office staff.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
TJH MEDICAL SERVICES PC,8527960533.000,NY,CAHPS_GRP_9,Clinicians working together for your care.,74.232,8.000,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_1,Getting timely care, appointments, and information.,53.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_10,Between visit communication.,72.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_12,Attention to patient medication cost.,20.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_2,How well clinicians communicate.,79.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_3,Patients' rating of clinicians.,75.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_5,Health promotion and education.,65.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_8,Courteous and helpful office staff.,84.000,$null$,$null$,$null$,$null$,$null$,$null$
OLMSTED MEDICAL CENTER,8527970060.000,MN,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_1,Getting timely care, appointments, and information.,51.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_10,Between visit communication.,64.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_12,Attention to patient medication cost.,19.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_2,How well clinicians communicate.,79.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_3,Patients' rating of clinicians.,73.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_5,Health promotion and education.,58.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_8,Courteous and helpful office staff.,77.000,$null$,$null$,$null$,$null$,$null$,$null$
ROCKWOOD CLINIC PS,8527976513.000,WA,CAHPS_GRP_9,Clinicians working together for your care.,71.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_1,Getting timely care, appointments, and information.,52.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_10,Between visit communication.,54.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_12,Attention to patient medication cost.,23.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_2,How well clinicians communicate.,82.663,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_3,Patients' rating of clinicians.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_5,Health promotion and education.,63.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_8,Courteous and helpful office staff.,73.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY PHYSICIAN GROUP,8628087681.000,MI,CAHPS_GRP_9,Clinicians working together for your care.,74.232,8.000,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_1,Getting timely care, appointments, and information.,70.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_10,Between visit communication.,62.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_12,Attention to patient medication cost.,28.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_2,How well clinicians communicate.,89.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_3,Patients' rating of clinicians.,87.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_5,Health promotion and education.,60.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_8,Courteous and helpful office staff.,90.000,$null$,$null$,$null$,$null$,$null$,$null$
FERRELL DUNCAN CLINIC,8628092897.000,MO,CAHPS_GRP_9,Clinicians working together for your care.,84.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_1,Getting timely care, appointments, and information.,56.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_10,Between visit communication.,61.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_12,Attention to patient medication cost.,21.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_3,Patients' rating of clinicians.,79.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_5,Health promotion and education.,62.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_8,Courteous and helpful office staff.,85.000,$null$,$null$,$null$,$null$,$null$,$null$
SHARP REES-STEALY MEDICAL GROUP INC,8628972759.000,CA,CAHPS_GRP_9,Clinicians working together for your care.,73.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_1,Getting timely care, appointments, and information.,69.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_10,Between visit communication.,56.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_12,Attention to patient medication cost.,27.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_2,How well clinicians communicate.,83.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_3,Patients' rating of clinicians.,80.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_5,Health promotion and education.,62.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_8,Courteous and helpful office staff.,82.000,$null$,$null$,$null$,$null$,$null$,$null$
WHEATON FRANCISCAN MEDICAL GROUP INC,8628980943.000,WI,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_1,Getting timely care, appointments, and information.,54.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_10,Between visit communication.,64.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_12,Attention to patient medication cost.,33.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_2,How well clinicians communicate.,81.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_3,Patients' rating of clinicians.,82.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_5,Health promotion and education.,66.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_8,Courteous and helpful office staff.,84.000,$null$,$null$,$null$,$null$,$null$,$null$
AURORA HEALTH CARE METRO, INC.,8628986536.000,WI,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.000,$null$,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_10,Between visit communication.,57.853,8.000,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_12,Attention to patient medication cost.,26.415,8.000,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_2,How well clinicians communicate.,82.663,8.000,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_3,Patients' rating of clinicians.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_5,Health promotion and education.,59.661,8.000,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_8,Courteous and helpful office staff.,79.798,8.000,$null$,$null$,$null$,$null$,$null$
THREE RIVERS HEALTH SYSTEM, INC,8729245584.000,MI,CAHPS_GRP_9,Clinicians working together for your care.,74.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_1,Getting timely care, appointments, and information.,60.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_10,Between visit communication.,50.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_12,Attention to patient medication cost.,24.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_2,How well clinicians communicate.,84.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_3,Patients' rating of clinicians.,80.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_5,Health promotion and education.,61.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_8,Courteous and helpful office staff.,83.000,$null$,$null$,$null$,$null$,$null$,$null$
UNIVERSITY OF PITTSBURGH PHYSICIANS,8729990239.000,PA,CAHPS_GRP_9,Clinicians working together for your care.,76.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_1,Getting timely care, appointments, and information.,59.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_10,Between visit communication.,53.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_12,Attention to patient medication cost.,25.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_2,How well clinicians communicate.,82.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_3,Patients' rating of clinicians.,78.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_5,Health promotion and education.,52.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_8,Courteous and helpful office staff.,81.000,$null$,$null$,$null$,$null$,$null$,$null$
WARREN CLINIC INC,8820900293.000,OK,CAHPS_GRP_9,Clinicians working together for your care.,78.000,$null$,$null$,$null$,$null$,$null$,$null$
BELLIN MEMORIAL HOSPITAL INC,8820900749.000,WI,CAHPS_GRP_1,Getting timely care, appointments, and information.,60.000,$null$,$null$,$null$,$null$,$null$,$null$
